,Lead Total After 1984 (ug/L),Cadmium Total (ug/L),Copper Total (ug/L),Nickel Total (ug/L),Chromium Total (ug/L),Copper Filtered (ug/L),Zinc Filtered (ug/L),Lead Filtered After 1984 (ug/L),Zinc Total (ug/L),Chromium Filtered (ug/L),Arsenic Total (ug/L),Nickel Filtered (ug/L),Cadmium Filtered (ug/L),"Iron, Total as Fe (ug/L)",COD as O2 (mg/L),Arsenic Filtered (ug/L),Silver Filtered (ug/L),Silver Total (ug/L),Selenium  Filtered (ug/L),Selenium  Total (ug/L),Nitrogen Kjeldahl Total (mg/L),"Iron, Filtered as Fe (ug/L)",Antimony  Filtered (ug/L),Beryllium Total (ug/L),Antimony  Total (ug/L),"Barium, total as Ba (ug/L)",Thallium Filtered (ug/L),Thallium Total (ug/L),pH,Ammonia (mg/L),Mercury Filtered (ug/L),Mercury Total (ug/L),Nitrogen_Nitrate (mg/L as N) ,Nitrogen_Nitrite (mg/L as N),TSS (mg/L),Turbidity_NTU,Phosphorous Total as P (mg/L),Total_Organic_Carbon_as_Carbon  (mg/L),TDS_mg/L,Conductivity (uS/cm @25ºC),"Alkalinity, total as CaCO3 (mg/L)",Phosphorous Filtered as P (mg/L),Chloride (mg/L),Beryllium Filtered (ug/L),Station_Name,year,date,NAME10
317,<5,<1,11.3,<5,<5,8.64,100,<5,125,<5,<5,<5,<1,310,112.9,<5,<1,<1,<5,<5,0.851,260,<5,<1,<5,29.3,<5,<5,7.23,0.259,<1,<1,0.705,0.1,69,70.1,0.13,9.01,140,233,47.7,0.074,31.1,<1,Project_474_at_Nordoff_St_Near_California_State_University,2001,2001-02-20,"Los Angeles--Long Beach--Anaheim, CA"
318,<5,<1,8.93,<5,<5,5.73,65.6,<5,70.5,<5,<5,<5,<1,720,<5,<5,<1,<1,<5,<5,0.928,190,<5,<1,<5,16.8,<5,<5,6.97,0.116,<1,<1,0.655,<0.1,75,21.5,0.221,6,60,86.5,21.2,0.071,4.01,<1,Project_474_at_Nordoff_St_Near_California_State_University,2001,2001-02-28,"Los Angeles--Long Beach--Anaheim, CA"
319,<5,<1,12,<5,<5,5.85,60,<5,71,<5,<5,<5,<1,570,14.9,<5,<1,<1,<5,<5,2.76,430,<5,<1,<5,22,<5,<5,7.14,<0.1,<1,<1,0.445,0.097,141,50.4,0.117,4.5,60,105.2,26.5,0.077,6.52,<1,Project_474_at_Nordoff_St_Near_California_State_University,2001,2001-03-08,"Los Angeles--Long Beach--Anaheim, CA"
320,<5,<1,7.64,<5,<5,<5,151.4,<5,152.8,<5,<5,<5,<1,318,15.5,<5,<1,<1,<5,<5,0.79,192,<5,<1,<5,43.8,<5,<5,7.79,<0.1,<1,<1,1.33345,0.2039,73,25.7,0.115,4.3,204,298,68.9,0.099,134,<1,Project_474_at_Nordoff_St_Near_California_State_University,2001,2001-04-11,"Los Angeles--Long Beach--Anaheim, CA"
321,5,<1,12,<5,<5,6,132,<5,177,<5,<5,<5,<1,560,49.8,<5,<1,<1,<5,<5,1.25,230,<5,<1,<5,<10,<5,<5,6.3,0.399,<1,<1,0.368,0.023,31,10.0,0.16,4.7,22,36,8.8,0.14,1.45,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1997,1997-12-05,"Los Angeles--Long Beach--Anaheim, CA"
322,26.4,<1,13,<5,5.6,<5,<50,<5,130,<5,<5,<5,<1,1480,26.1,<5,<1,<1,<5,<5,1.72,270,<5,<1,<5,52,<5,<5,6.39,0.417,<1,<1,0.743,0.061,40,15.1,0.1,6.3,28,49,9.9,0.09,<2,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1998,1998-01-29,"Los Angeles--Long Beach--Anaheim, CA"
323,13,<1,13,<5,<5,<5,<50,<5,120,<5,<5,<5,<1,840,<5,<5,<1,<1,<5,<5,1.03,<100,<5,<1,<5,15.8,<5,<5,6.35,0.298,<1,<1,0.25,0.08,10,1.54,0.11,6.6,18,29,8.8,0.09,<2,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1998,1998-02-02,"Los Angeles--Long Beach--Anaheim, CA"
324,<5,<1,8,<5,<5,<5,<50,<5,63,<5,<5,<5,<1,352,16,<5,<1,<1,<5,<5,0.504,<100,<5,<1,<5,<10,<5,<5,6.42,0.217,<1,<1,<0.1,<0.1,20,7.37,0.11,3,18,29,5.5,0.1,2.11,,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1998,1998-02-06,"Los Angeles--Long Beach--Anaheim, CA"
325,<5,<1,9,<5,10.2,8,<50,<5,104,<5,<5,<5,<1,262,<5,<5,<1,<1,<5,<5,0.538,208,<5,<1,<5,15.9,<5,<5,6.02,0.295,<1,<1,<0.1,0.036,22,5.99,0.09,4.3,16,24,6.6,0.09,<2,,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1998,1998-02-14,"Los Angeles--Long Beach--Anaheim, CA"
326,6.1,<1,7,<5,<5,<5,<50,<5,69,<5,<5,<5,<1,426,<5,<5,<1,<1,<5,<5,0.826,<100,<5,<1,<5,18.5,<5,<5,6.39,0.271,<1,<1,<0.1,<0.1,22,4.19,0.07,3.3,20,34,9.9,0.07,2.32,,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1998,1998-02-16,"Los Angeles--Long Beach--Anaheim, CA"
327,<5,<1,9,<5,<5,<5,<50,<5,68,<5,<5,<5,<1,383,13.1,<5,<1,<1,<5,<5,0.79,<100,<5,<1,<5,10.9,<5,<5,6.23,0.259,<1,<1,<0.1,<0.1,6,2.91,0.06,2.3,16,24,5.5,0.06,1.1,,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1998,1998-02-19,"Los Angeles--Long Beach--Anaheim, CA"
328,5.7,<1,7,<5,<5,<5,<50,<5,75,<5,<5,<5,<1,354,<5,<5,<1,<1,<5,<5,0.58,<100,<5,<1,<5,13.1,<5,<5,6.1,0.152,<1,<1,<0.1,<0.1,13,3.34,0.09,3,16,26,6.6,0.09,<2,,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1998,1998-02-21,"Los Angeles--Long Beach--Anaheim, CA"
329,5.5,<1,12,<5,<5,5,91,<5,170,<5,<5,<5,<1,641,74,<5,<1,<1,<5,<5,1.57,<100,<5,<1,<5,18.5,<5,<5,6.52,0.381,,,0.829,0.039,27,52.2,0.22,,34,56,14.3,0.09,1.65,,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1998,1998-03-05,"Los Angeles--Long Beach--Anaheim, CA"
330,<5,<1,<5,<5,<5,<5,82,<5,90,<5,<5,<5,<1,132,<5,<5,<1,<1,<5,<5,1.36,<100,<5,<1,<5,<10,<5,<5,6.28,0.484,<1,<1,<0.1,0.033,5,1.79,0.13,4.972,32,55,11.0,0.08,<2,,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1998,1998-03-25,"Los Angeles--Long Beach--Anaheim, CA"
331,5.6,<1,11.3,<5,<5,<5,61,<5,116,<5,<5,<5,<1,523,18.58,<5,<1,<1,<5,<5,1.19,<100,<5,<1,<5,26.7,<5,<5,6.46,0.309,<1,<1,<0.1,0.033,31,9.16,0.1,4.477,48,73,15.4,0.09,6.02,,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1998,1998-03-27,"Los Angeles--Long Beach--Anaheim, CA"
332,<5,<1,<5,<5,<5,<5,<50,<5,<50,<5,<5,<5,<1,180,13.87,<5,<1,<1,<5,<5,0.72,<100,<5,<1,<5,<10,<5,<5,6.1,0.329,<1,<1,<0.1,<0.1,27,4.45,0.08,3.247,26,44,7.7,0.05,3.04,,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1998,1998-03-31,"Los Angeles--Long Beach--Anaheim, CA"
333,<5,<1,8,<5,<5,6,<50,<5,62,<5,<5,<5,<1,101,25.18,<5,<1,<1,<5,<5,1.82,<100,<5,<1,<5,<10,<5,<5,6.4,0.263,<1,<1,<0.1,0.056,49,9.35,0.14,5.883,30,50,11.0,0.11,<2,,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1998,1998-04-11,"Los Angeles--Long Beach--Anaheim, CA"
334,<5,<1,15.8,<5,<5,5,<50,<5,60,<5,<5,<5,<1,276,4.64,<5,<1,<1,<5,<5,1.17,<100,<5,<1,<5,19,<5,<5,6.64,0.209,<1,<1,<0.1,<0.1,8,6.61,0.11,6.6,42,61,14.3,0.09,3.38,,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1998,1998-05-02,"Los Angeles--Long Beach--Anaheim, CA"
335,<5,<1,<5,<5,<5,<5,<50,<5,62,<5,<5,<5,<1,112,25.8,<5,<1,<1,<5,<5,0.798,<100,<5,<1,<5,21.7,<5,<5,5.97,0.282,<1,<1,<0.1,<0.1,<2,5.96,0.09,4.1,24,41,7.7,0.08,2.12,,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1998,1998-05-12,"Los Angeles--Long Beach--Anaheim, CA"
336,<5,<1,14.1,<5,<5,6.2,82,<5,184,<5,<5,<5,<1,450,87,<5,<1,<1,<5,<5,6.1,<100,<5,<1,<5,46.4,<5,<5,7.91,3.36,<1,<1,3.43,0.998,251,66.9,0.85,14.22,496,788,122.0,0.68,77.2,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1998,1998-11-08,"Los Angeles--Long Beach--Anaheim, CA"
337,<5,<1,11.7,<5,<5,9.7,102,<5,124,<5,<5,<5,<1,189,46.7,<5,<1,<1,<5,<5,3.06,<100,<5,<1,<5,21.4,<5,<5,8.23,<0.1,<1,<1,3.75,0.307,63,31.4,0.83,7.31,400,627,191.0,0.78,37,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1999,1999-01-20,"Los Angeles--Long Beach--Anaheim, CA"
338,<5,<1,8.5,5,<5,<5,50,<5,66,<5,<5,<5,<1,460,33,<5,<1,<1,<5,<5,1.55,<100,<5,<1,<5,37.7,<5,<5,7.39,,<1,<1,0.804,0.032,30,24.7,,4.3,64,102,24.4,,4.2,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1999,1999-01-25,"Los Angeles--Long Beach--Anaheim, CA"
339,<5,<1,13.2,<5,5.6,6.2,53,<5,85,5.6,<5,<5,<1,174,30.1,<5,<1,<1,<5,<5,1.93,<100,<5,<1,<5,30.9,<5,<5,7.89,,<1,<1,2.57,0.122,22,20.4,,,160,258,62.5,,11,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1999,1999-02-06,"Los Angeles--Long Beach--Anaheim, CA"
340,<5,<1,26.9,19.6,<5,17.9,824,<5,1020,<5,<5,13.5,<1,336,732,<5,<1,<1,<5,<5,13.8,<100,<5,<1,<5,53.3,<5,<5,6.85,1.99,<1,<1,2.3,0.177,282,202.0,,37.6,190,304,35.0,,31.7,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1999,1999-03-08,"Los Angeles--Long Beach--Anaheim, CA"
341,<5,<1,11.4,28.8,<5,5.5,<50,<5,58,<5,<5,<5,<1,<100,93.2,<5,<1,<1,<5,<5,1.71,<100,<5,<1,<5,24.8,<5,<5,7.03,0.541,<1,<1,0.849,0.097,8,7.43,,6.1,,,23.3,,2.92,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1999,1999-03-15,"Los Angeles--Long Beach--Anaheim, CA"
342,<5,<1,6.1,<5,<5,<5,55,<5,73,<5,<5,<5,<1,<100,18.6,<5,<1,<1,<5,<5,1.31,<100,<5,<1,<5,32.2,<5,<5,7.53,<0.1,<1,<1,1.592,<0.1,40,28.5,0.246,4.1,128,198,47.7,0.185,8.72,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1999,1999-04-06,"Los Angeles--Long Beach--Anaheim, CA"
343,<5,<1,7.6,5.84,<5,<5,61,<5,78,<5,<5,<5,<1,<100,14.2,<5,<1,<1,<5,<5,0.768,<100,<5,<1,<5,<10,<5,<5,6.44,<0.1,<1,<1,0.402,<0.1,14,19.6,0.185,8.2,22,38.9,12.7,0.148,<2,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,1999,1999-04-11,"Los Angeles--Long Beach--Anaheim, CA"
344,<5,<1,15.1,<5,<5,11,113,<5,138,<5,<5,<5,<1,350,20.1,<5,<1,<1,<5,<5,2.86,170,<5,<1,<5,26.5,<5,<5,6.95,0.128,<1,<1,1.68,0.097,43,19.2,0.28,6.6,70,110,36.2,0.22,4.39,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,2000,2000-01-28,"Los Angeles--Long Beach--Anaheim, CA"
345,<5,<1,13.7,<5,<5,9.8,59,<5,89,<5,<5,<5,<1,540,16.3,<5,<1,<1,<5,<5,1.72,130,<5,<1,<5,46.8,<5,<5,7.6,0.138,<1,<1,2.3,0.11,25,20.2,0.24,7.5,218,338,90.1,0.23,21,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,2000,2000-02-01,"Los Angeles--Long Beach--Anaheim, CA"
346,<5,<1,13.2,19.3,<5,8,72,<5,96,<5,<5,<5,<1,<100,42.2,<5,<1,<1,<5,<5,1.15,<100,<5,<1,<5,26.5,<5,<5,7.37,<0.1,<1,<1,2.23,0.128,15,8.8,0.24,8.7,118,188,45.6,0.21,9.59,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,2000,2000-02-12,"Los Angeles--Long Beach--Anaheim, CA"
347,<5,<1,10,<5,<5,<5,62,<5,84,<5,<5,<5,<1,<100,52.8,<5,<1,<1,<5,<5,2.5,<100,<5,<1,<5,69.8,<5,<5,7.37,<0.1,<1,<1,2.26,0.14,15,5.98,0.19,6.6,260,400,40.3,0.17,57,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,2000,2000-02-15,"Los Angeles--Long Beach--Anaheim, CA"
348,<5,<1,8.6,<5,<5,<5,<50,<5,62,<5,<5,<5,<1,<100,16.7,<5,<1,<1,<5,<5,0.898,<100,<5,<1,<5,<10,<5,<5,6.68,0.295,<1,<1,0.94,0.082,11,9.09,<0.05,4.2,34,60,12.7,<0.05,2.7,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,2000,2000-02-17,"Los Angeles--Long Beach--Anaheim, CA"
349,<5,<1,7.3,<5,<5,<5,<50,<5,<50,<5,<5,<5,<1,<100,11.4,<5,<1,<1,<5,<5,1.28,<100,<5,<1,<5,18.7,<5,<5,7.17,<0.1,<1,<1,1.19,0.061,198,86.7,0.066,6.1,92,164,47.7,0.057,6.53,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,2000,2000-02-22,"Los Angeles--Long Beach--Anaheim, CA"
350,<5,<1,5.4,<5,<5,<5,<50,<5,<50,<5,<5,<5,<1,<100,42.4,<5,<1,<1,<5,<5,0.684,<100,<5,<1,<5,<10,<5,<5,6.55,<0.1,<1,<1,0.415,0.04,13,5.46,0.069,3.8,24,43,10.6,0.059,<2,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,2000,2000-02-25,"Los Angeles--Long Beach--Anaheim, CA"
351,<5,<1,15.6,<5,<5,<5,<50,<5,73,<5,<5,<5,<1,130,70,<5,<1,<1,<5,<5,2.02,100,<5,<1,<5,77.5,<5,<5,8.13,<0.1,<1,<1,2.26,0.082,23,12.8,0.157,7.7,328,532,138.0,0.147,30.8,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,2000,2000-02-29,"Los Angeles--Long Beach--Anaheim, CA"
352,<5,<1,6.2,<5,<5,<5,<50,<5,<50,<5,<5,<5,<1,100,<5,<5,<1,<1,<5,<5,0.79,<100,<5,<1,<5,<10,<5,<5,6.78,<0.1,<1,<1,0.869,0.037,19,8.07,0.182,3.3,64,113,22.3,0.123,9.23,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,2000,2000-03-09,"Los Angeles--Long Beach--Anaheim, CA"
353,<5,<1,16.2,7.02,<5,13.1,110,<5,114,<5,<5,6.5,<1,<100,81.9,<5,<1,<1,<5,<5,1.64,<100,<5,<1,<5,52.1,<5,<5,7.81,1.6,<1,<1,3.32,1,42,16.2,1.05,17.7,522,884,184.0,0.901,127,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,2000,2000-10-12,"Los Angeles--Long Beach--Anaheim, CA"
354,<5,<1,14.2,<5,<5,11.2,84.4,<5,84.4,<5,<5,<5,<1,<100,108,<5,<1,<1,<5,<5,1.53,<100,<5,<1,<5,20.2,<5,<5,7.11,<0.1,<1,<1,2,0.405,10,6.22,0.482,13.9,132,224,48.3,0.465,11.9,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,2000,2000-10-28,"Los Angeles--Long Beach--Anaheim, CA"
355,<5,<1,10.6,<5,<5,8.93,89.8,<5,89.8,<5,<5,<5,<1,440,53.7,<5,<1,<1,<5,<5,2.2,<100,<5,<1,<5,<10,<5,<5,6.39,0.699,<1,<1,0.677,0.055,70,16.2,0.26,7.83,40,66.4,15.9,0.24,2.6,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,2001,2001-01-16,"Los Angeles--Long Beach--Anaheim, CA"
356,<5,<1,11.9,<5,<5,7.22,<50,<5,96.6,<5,<5,<5,<1,320,80.3,<5,<1,<1,<5,<5,1.97,<100,<5,<1,<5,15.3,<5,<5,7.09,1.31,<1,<1,0.919,0.122,53,19.8,0.31,6.9,62,110,26.5,0.26,4.05,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,2001,2001-01-25,"Los Angeles--Long Beach--Anaheim, CA"
357,<5,<1,10.8,<5,<5,7.28,55,<5,60,<5,<5,<5,<1,100,59.2,<5,<1,<1,<5,<5,1.4,<100,<5,<1,<5,14.7,<5,<5,7.59,0.62,<1,<1,1.4,0.088,7,2.03,0.226,7.77,136,205,58.3,0.208,12.1,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,2001,2001-02-14,"Los Angeles--Long Beach--Anaheim, CA"
358,<5,<1,12.1,5.8,<5,9.24,110,<5,130,<5,<5,<5,<1,100,52.5,<5,<1,<1,<5,<5,0.854,<100,<5,<1,<5,61.3,<5,<5,7.88,0.56,<1,<1,1.82,<0.1,19,8.46,0.317,8.47,706,1173,74.2,0.276,339,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,2001,2001-02-20,"Los Angeles--Long Beach--Anaheim, CA"
359,<5,<1,9.38,<5,<5,5.22,63,<5,69.1,<5,<5,<5,<1,180,11,<5,<1,<1,<5,<5,0.624,<100,<5,<1,<5,13.5,<5,<5,7.03,0.225,<1,<1,1.149,0.064,9,4.39,0.137,5.5,98,163.6,31.8,0.099,9.46,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,2001,2001-02-28,"Los Angeles--Long Beach--Anaheim, CA"
360,<5,<1,8.47,20.1,<5,6.47,80,<5,97.2,<5,<5,5.41,<1,200,43.1,<5,<1,<1,<5,<5,2.86,<100,<5,<1,<5,57.5,<5,<5,7.42,<0.1,<1,<1,2.69,0.38,22,3.08,0.4982,7.1,376,636,132.5,0.4576,68,<1,Project_404_at_La_Cadena_Ave_and_West_Duarte_Rd,2001,2001-03-06,"Los Angeles--Long Beach--Anaheim, CA"
361,12.4,<1,23.3,9.1,<5,23.3,254,<5,1610,<5,<5,8.2,<1,18200,91.2,<5,<1,<1,<5,<5,9.2,220,<5,<1,<5,71,<5,<5,6.58,2.53,<1,<1,1.196,0.584,322,59.2,0.59,24.5,126,203,16.5,0.5,10.5,<1,Project_156_at_Concord_St_near_W_Wilson_Ave,1997,1997-11-10,"Los Angeles--Long Beach--Anaheim, CA"
362,<5,<1,47,<5,<5,41,340,<5,360,<5,<5,<5,<1,9900,121,<5,<1,<1,<5,<5,7.3,3300,<5,<1,<5,71.9,<5,<5,6.52,0.915,<1,<1,0.822,0.135,150,35.1,0.33,9.83,56,86,14.3,0.3,5.06,<1,Project_156_at_Concord_St_near_W_Wilson_Ave,1997,1997-11-13,"Los Angeles--Long Beach--Anaheim, CA"
363,<5,<1,15,<5,<5,9,100,<5,241,<5,<5,<5,<1,1310,215,<5,<1,<1,<5,<5,2.52,<100,<5,<1,<5,<10,<5,<5,6.54,0.492,<1,<1,,,72,30.3,0.42,8.2,50,83,16.5,0.35,,<1,Project_156_at_Concord_St_near_W_Wilson_Ave,1998,1998-01-02,"Los Angeles--Long Beach--Anaheim, CA"
364,10,<1,12,<5,<5,8,<50,6.8,150,<5,<5,<5,<1,856,21.9,<5,<1,<1,<5,<5,0.8,<100,<5,<1,<5,<10,<5,<5,6.45,0.403,<1,<1,<0.1,<0.1,29,8.12,0.12,4.8,34,56,8.8,0.09,2.52,<1,Project_156_at_Concord_St_near_W_Wilson_Ave,1998,1998-01-09,"Los Angeles--Long Beach--Anaheim, CA"
365,<5,<1,6,<5,<5,<5,<50,<5,90,<5,<5,<5,<1,<100,40.2,<5,<1,<1,<5,<5,1.49,<100,<5,<1,<5,10,<5,<5,6.09,0.415,<1,<1,0.621,0.048,49,14.8,0.11,5.84,28,46,5.5,0.09,<2,<1,Project_156_at_Concord_St_near_W_Wilson_Ave,1998,1998-01-29,"Los Angeles--Long Beach--Anaheim, CA"
366,22.1,<1,17,<5,<5,<5,<50,<5,130,<5,<5,<5,<1,1200,18.7,<5,<1,<1,<5,<5,1.32,<100,<5,<1,<5,24.3,<5,<5,6.05,0.31,<1,<1,0.3,0.137,22,2.49,0.21,6.2,30,46,8.8,0.17,<2,<1,Project_156_at_Concord_St_near_W_Wilson_Ave,1998,1998-02-02,"Los Angeles--Long Beach--Anaheim, CA"
367,19.1,<1,9,<5,<5,<5,<50,<5,63,<5,<5,<5,<1,142,15.4,<5,<1,<1,<5,<5,0.464,<100,<5,<1,<5,<10,<5,<5,6.34,0.225,<1,<1,<0.1,<0.1,7,4.41,0.21,11.4,26,40,5.5,0.16,2.45,,Project_156_at_Concord_St_near_W_Wilson_Ave,1998,1998-02-06,"Los Angeles--Long Beach--Anaheim, CA"
368,10.6,<1,5,<5,<5,5,65,<5,90,<5,<5,<5,<1,224,<5,<5,<1,<1,<5,<5,0.506,<100,<5,<1,<5,15.5,<5,<5,6.08,0.234,<1,<1,<0.1,0.042,20,5.15,0.08,3.6,18,32,7.7,0.08,<2,,Project_156_at_Concord_St_near_W_Wilson_Ave,1998,1998-02-14,"Los Angeles--Long Beach--Anaheim, CA"
369,7.4,<1,8,<5,<5,<5,57,<5,102,<5,<5,<5,<1,454,<5,<5,<1,<1,<5,<5,0.72,<100,<5,<1,<5,24.9,<5,<5,6.6,0.305,<1,<1,<0.1,0.045,114,5.58,0.11,4.2,32,53,14.3,0.1,2.42,,Project_156_at_Concord_St_near_W_Wilson_Ave,1998,1998-02-16,"Los Angeles--Long Beach--Anaheim, CA"
370,10.6,<1,7,<5,<5,<5,<50,<5,72,<5,<5,<5,<1,439,11.7,<5,<1,<1,<5,<5,0.928,<100,<5,<1,<5,21.9,<5,<5,6.27,0.392,<1,<1,<0.1,0.042,16,5.22,0.08,2.9,22,35,6.6,0.08,1.74,,Project_156_at_Concord_St_near_W_Wilson_Ave,1998,1998-02-19,"Los Angeles--Long Beach--Anaheim, CA"
371,5.7,<1,8,<5,<5,<5,<50,<5,85,<5,<5,<5,<1,332,<5,<5,<1,<1,<5,<5,0.492,<100,<5,<1,<5,<10,<5,<5,6.34,0.112,<1,<1,<0.1,<0.1,14,1.52,0.09,3.2,24,37,7.7,0.08,<2,,Project_156_at_Concord_St_near_W_Wilson_Ave,1998,1998-02-21,"Los Angeles--Long Beach--Anaheim, CA"
372,14.5,<1,19,<5,<5,9,149,<5,266,<5,<5,<5,<1,942,84.4,<5,<1,<1,<5,<5,2.66,<100,<5,<1,<5,35.2,<5,<5,6.43,0.526,<1,<1,1.01,0.069,34,6.33,0.29,7.576,46,80,15.4,0.21,2.67,,Project_156_at_Concord_St_near_W_Wilson_Ave,1998,1998-03-05,"Los Angeles--Long Beach--Anaheim, CA"
373,12,<1,22.5,<5,<5,7.9,103,<5,160,<5,<5,<5,<1,400,32.1,<5,<1,<1,<5,<5,4.02,<100,<5,<1,<5,<10,<5,<5,6.05,0.477,<1,<1,0.605,<0.1,49,19.4,0.31,10.61,52,81,15.4,0.26,2.06,,Project_156_at_Concord_St_near_W_Wilson_Ave,1998,1998-03-13,"Los Angeles--Long Beach--Anaheim, CA"
374,<5,<1,5.2,<5,<5,5.2,93,<5,103,<5,<5,<5,<1,<100,<5,<5,<1,<1,<5,<5,1.03,<100,<5,<1,<5,16,<5,<5,6.1,0.185,<1,<1,<0.1,0.093,6,3.16,0.17,7.432,38,57,11.0,0.12,<2,,Project_156_at_Concord_St_near_W_Wilson_Ave,1998,1998-03-25,"Los Angeles--Long Beach--Anaheim, CA"
375,9.3,<1,7.2,<5,<5,<5,<50,<5,66,<5,<5,<5,<1,731,<5,<5,<1,<1,<5,<5,0.88,<100,<5,<1,6.1,27.4,<5,<5,6.25,0.362,<1,<1,<0.1,0.039,24,9.94,0.12,5.17,36,58,7.7,0.09,3.26,,Project_156_at_Concord_St_near_W_Wilson_Ave,1998,1998-03-31,"Los Angeles--Long Beach--Anaheim, CA"
376,<5,<1,12,<5,<5,9,81,<5,113,<5,<5,<5,<1,176,90.85,<5,<1,<1,<5,<5,1.9,<100,<5,<1,<5,21,<5,<5,6.36,0.708,<1,<1,0.549,0.07,59,21.6,0.21,8.398,54,93,17.6,0.18,3.95,,Project_156_at_Concord_St_near_W_Wilson_Ave,1998,1998-04-04,"Los Angeles--Long Beach--Anaheim, CA"
377,<5,<1,10,<5,<5,9,66,<5,87,<5,<5,<5,<1,112,51.44,<5,<1,<1,<5,<5,1.19,<100,<5,<1,<5,<10,<5,<5,6.23,0.203,<1,<1,<0.1,0.052,31,9.97,0.18,7.215,34,56,14.3,0.14,<2,,Project_156_at_Concord_St_near_W_Wilson_Ave,1998,1998-04-11,"Los Angeles--Long Beach--Anaheim, CA"
378,5.1,<1,19.2,<5,<5,10.4,100,<5,130,<5,<5,<5,<1,664,44.6,<5,<1,<1,<5,<5,1.67,158,<5,<1,<5,26.8,<5,<5,5.87,0.334,<1,<1,<0.1,<0.1,16,11.0,0.17,10.6,48,71,14.3,0.12,2.59,,Project_156_at_Concord_St_near_W_Wilson_Ave,1998,1998-05-02,"Los Angeles--Long Beach--Anaheim, CA"
379,6.2,<1,9.5,<5,<5,<5,61,<5,83,<5,<5,<5,<1,149,49.2,<5,<1,<1,<5,<5,0.86,<100,<5,<1,<5,21.6,<5,<5,5.97,0.264,<1,<1,<0.1,<0.1,1,8.12,0.11,5.9,30,52,16.5,0.09,2.66,,Project_156_at_Concord_St_near_W_Wilson_Ave,1998,1998-05-12,"Los Angeles--Long Beach--Anaheim, CA"
380,6.4,<1,25.5,<5,<5,18.7,157,<5,230,<5,<5,<5,<1,536,<5,<5,<1,<1,<5,12.5,<0.1,111,<5,<1,<5,40.3,<5,<5,6.95,1.27,<1,<1,1.26,0.151,18,16.0,<0.05,21.08,<2,<1,23.3,<0.05,10.6,<1,Project_156_at_Concord_St_near_W_Wilson_Ave,1998,1998-11-28,"Los Angeles--Long Beach--Anaheim, CA"
381,6.2,<1,24.9,<5,<5,14.4,120,<5,157,<5,<5,<5,<1,270,35.6,<5,<1,<1,<5,<5,3.62,<100,<5,<1,<5,27.2,<5,<5,6.67,2.23,<1,<1,1.34,0.141,94,39.6,0.22,,90,140,23.3,0.17,7.53,<1,Project_156_at_Concord_St_near_W_Wilson_Ave,1999,1999-02-06,"Los Angeles--Long Beach--Anaheim, CA"
